k1,k2,distance_km
Homel|Belarus,Sofia|Bulgarien,2503.7269
Kasan|Russland,Nischni Nowgorod|Russland,400.75690000000003
Belgrad|Serbien,Kasan|Russland,3385.6652999999997
Kasan|Russland,Samara|Russland,362.2147
Kasan|Russland,Rostow am Don|Russland,1437.3603999999998
Kasan|Russland,Ufa|Russland,528.8906
Kasan|Russland,Woronesch|Russland,1032.5961
Kasan|Russland,Perm|Russland,664.4395
Kasan|Russland,Köln|Deutschland,3244.31
Kasan|Russland,Odessa|Ukraine,2131.8217
Kasan|Russland,Wolgograd|Russland,1051.4445
Dnipro|Ukraine,Kasan|Russland,1694.5076000000001
Kasan|Russland,Krasnodar|Russland,1731.4624
Amsterdam|Niederlande,Kasan|Russland,3326.5078
Kasan|Russland,Neapel|Italien,4140.0054
Donezk|Ukraine,Kasan|Russland,1514.0609
Kasan|Russland,Marseille|Frankreich,4219.1236
Kasan|Russland,Turin|Italien,3770.7237999999998
Kasan|Russland,Saratow|Russland,681.0914
Kasan|Russland,Valencia|Spanien,4885.2311
Kasan|Russland,Zagreb|Kroatien,3191.9152999999997
Frankfurt am Main|Deutschland,Kasan|Russland,3222.2457000000004
Kasan|Russland,Lwiw (Lemberg)|Ukraine,2237.0415
Kasan|Russland,Sevilla|Spanien,5455.5837
Kasan|Russland,Saragossa|Spanien,4821.6293
Breslau|Polen,Kasan|Russland,2486.8474
Ischewsk|Russland,Kasan|Russland,381.5197
Kasan|Russland,Lodz|Polen,2268.9379
Athen|Griechenland,Kasan|Russland,4476.3804
Kasan|Russland,Palermo|Italien,4835.5459
Kasan|Russland,Uljanowsk|Russland,225.8647
Kasan|Russland,Stuttgart|Deutschland,3259.4587
Kasan|Russland,Leipzig|Deutschland,2857.0867000000003
Kasan|Russland,Vilnius|Litauen,1784.6336999999999
Kasan|Russland,Machatschkala|Russland,1957.8282
Kasan|Russland,Krywyj Rih|Ukraine,1841.6856
Jaroslawl|Russland,Kasan|Russland,789.871
Kasan|Russland,Tirana|Albanien,4052.2978
Kasan|Russland,Riga|Lettland,1763.9904
Kasan|Russland,Malaga|Spanien,5501.3403
Bremen|Deutschland,Kasan|Russland,3059.3759
Kasan|Russland,Orenburg|Russland,717.0673
Kasan|Russland,Lissabon|Portugal,5459.276900000001
Chisinau|Moldau,Kasan|Russland,2307.5139
Dresden|Deutschland,Kasan|Russland,2753.1595
Genua|Italien,Kasan|Russland,3829.562
Antwerpen|Belgien,Kasan|Russland,3400.4652
Kasan|Russland,Posen|Polen,2441.9361
Kasan|Russland,Rjasan|Russland,775.467
Kasan|Russland,Nabereschnyje Tschelny|Russland,233.5343
Kasan|Russland,Nürnberg|Deutschland,3055.1452000000004
Kasan|Russland,Skopje|Nordmazedonien,3814.6002999999996
Astrachan|Russland,Kasan|Russland,1464.9028999999998
Hannover|Deutschland,Kasan|Russland,2954.3112
Kasan|Russland,Kirow|Russland,394.5866
Kasan|Russland,Lyon|Frankreich,3903.3695
Kasan|Russland,Pensa|Russland,520.4954
Kasan|Russland,Toulouse|Frankreich,4384.5267
Kasan|Russland,Lipezk|Russland,940.4324
Homel|Belarus,Kasan|Russland,1489.8219
Belgrad|Serbien,Nischni Nowgorod|Russland,2988.1829
Nischni Nowgorod|Russland,Samara|Russland,716.3735
Nischni Nowgorod|Russland,Rostow am Don|Russland,1244.8666
Nischni Nowgorod|Russland,Ufa|Russland,936.4888000000001
Nischni Nowgorod|Russland,Woronesch|Russland,738.4486999999999
Nischni Nowgorod|Russland,Perm|Russland,987.3886
Köln|Deutschland,Nischni Nowgorod|Russland,2846.8276
Nischni Nowgorod|Russland,Odessa|Ukraine,1831.4335
Nischni Nowgorod|Russland,Wolgograd|Russland,1044.7285
Dnipro|Ukraine,Nischni Nowgorod|Russland,1394.1193999999998
Krasnodar|Russland,Nischni Nowgorod|Russland,1538.9686000000002
Amsterdam|Niederlande,Nischni Nowgorod|Russland,2929.0254
Neapel|Italien,Nischni Nowgorod|Russland,3742.523
Donezk|Ukraine,Nischni Nowgorod|Russland,1321.5671
Marseille|Frankreich,Nischni Nowgorod|Russland,3821.6413
Nischni Nowgorod|Russland,Turin|Italien,3373.2415
Nischni Nowgorod|Russland,Saratow|Russland,634.094
Nischni Nowgorod|Russland,Valencia|Spanien,4487.7487
Nischni Nowgorod|Russland,Zagreb|Kroatien,2794.433
Frankfurt am Main|Deutschland,Nischni Nowgorod|Russland,2824.7632999999996
Lwiw (Lemberg)|Ukraine,Nischni Nowgorod|Russland,1839.5591000000002
Nischni Nowgorod|Russland,Sevilla|Spanien,5058.1014000000005
Nischni Nowgorod|Russland,Saragossa|Spanien,4424.147
Breslau|Polen,Nischni Nowgorod|Russland,2089.3651
Ischewsk|Russland,Nischni Nowgorod|Russland,792.3632
Lodz|Polen,Nischni Nowgorod|Russland,1871.4556
Athen|Griechenland,Nischni Nowgorod|Russland,4078.8981
Nischni Nowgorod|Russland,Palermo|Italien,4438.0635
Nischni Nowgorod|Russland,Uljanowsk|Russland,436.1991
Nischni Nowgorod|Russland,Stuttgart|Deutschland,2861.9764
Leipzig|Deutschland,Nischni Nowgorod|Russland,2459.6043999999997
Nischni Nowgorod|Russland,Vilnius|Litauen,1387.1513
Machatschkala|Russland,Nischni Nowgorod|Russland,1876.9398999999999
Krywyj Rih|Ukraine,Nischni Nowgorod|Russland,1541.2974
Jaroslawl|Russland,Nischni Nowgorod|Russland,370.9082
Nischni Nowgorod|Russland,Tirana|Albanien,3654.8155
Nischni Nowgorod|Russland,Riga|Lettland,1366.508
Malaga|Spanien,Nischni Nowgorod|Russland,5103.858
Bremen|Deutschland,Nischni Nowgorod|Russland,2661.8935
Nischni Nowgorod|Russland,Orenburg|Russland,1105.0257
Lissabon|Portugal,Nischni Nowgorod|Russland,5061.794599999999
Chisinau|Moldau,Nischni Nowgorod|Russland,2007.1257
Dresden|Deutschland,Nischni Nowgorod|Russland,2355.6771
Genua|Italien,Nischni Nowgorod|Russland,3432.0797000000002
Antwerpen|Belgien,Nischni Nowgorod|Russland,3002.9827999999998
Nischni Nowgorod|Russland,Posen|Polen,2044.4537
Nischni Nowgorod|Russland,Rjasan|Russland,432.1776
Nabereschnyje Tschelny|Russland,Nischni Nowgorod|Russland,644.3777
Nischni Nowgorod|Russland,Nürnberg|Deutschland,2657.6627999999996
Nischni Nowgorod|Russland,Skopje|Nordmazedonien,3417.118
Astrachan|Russland,Nischni Nowgorod|Russland,1470.6463999999999
Hannover|Deutschland,Nischni Nowgorod|Russland,2556.8289
Kirow|Russland,Nischni Nowgorod|Russland,575.4723
Lyon|Frankreich,Nischni Nowgorod|Russland,3505.8871
Nischni Nowgorod|Russland,Pensa|Russland,425.786
Nischni Nowgorod|Russland,Toulouse|Frankreich,3987.0443999999998
Lipezk|Russland,Nischni Nowgorod|Russland,607.5571
Homel|Belarus,Nischni Nowgorod|Russland,1092.3395
Belgrad|Serbien,Samara|Russland,3566.084
Belgrad|Serbien,Rostow am Don|Russland,2077.4642
Belgrad|Serbien,Ufa|Russland,3879.934
Belgrad|Serbien,Woronesch|Russland,2196.1306
Belgrad|Serbien,Perm|Russland,4012.7028999999998
Belgrad|Serbien,Köln|Deutschland,1467.7571
Belgrad|Serbien,Odessa|Ukraine,1184.4747
Belgrad|Serbien,Wolgograd|Russland,2495.2749
Belgrad|Serbien,Dnipro|Ukraine,1634.1201999999998
Belgrad|Serbien,Krasnodar|Russland,2425.8651
Amsterdam|Niederlande,Belgrad|Serbien,1719.9
Belgrad|Serbien,Neapel|Italien,1482.1152
Belgrad|Serbien,Donezk|Ukraine,1901.1923000000002
Belgrad|Serbien,Marseille|Frankreich,1525.2305
Belgrad|Serbien,Turin|Italien,1155.6281999999999
Belgrad|Serbien,Saratow|Russland,2719.5384
Belgrad|Serbien,Valencia|Spanien,2329.8991
Belgrad|Serbien,Zagreb|Kroatien,395.63390000000004
Belgrad|Serbien,Frankfurt am Main|Deutschland,1287.7795
Belgrad|Serbien,Lwiw (Lemberg)|Ukraine,937.8756999999999
Belgrad|Serbien,Sevilla|Spanien,2974.9387
Belgrad|Serbien,Saragossa|Spanien,2266.2974
Belgrad|Serbien,Breslau|Polen,1090.8176
Belgrad|Serbien,Ischewsk|Russland,3729.7831
Belgrad|Serbien,Lodz|Polen,1132.3963999999999
Athen|Griechenland,Belgrad|Serbien,1093.5374
Belgrad|Serbien,Palermo|Italien,2177.6557000000003
Belgrad|Serbien,Uljanowsk|Russland,3371.953
Belgrad|Serbien,Stuttgart|Deutschland,1172.1268
Belgrad|Serbien,Leipzig|Deutschland,1147.5198
Belgrad|Serbien,Vilnius|Litauen,1751.952
Belgrad|Serbien,Machatschkala|Russland,2997.7547000000004
Belgrad|Serbien,Krywyj Rih|Ukraine,1488.8395
Belgrad|Serbien,Jaroslawl|Russland,2777.1109
Belgrad|Serbien,Tirana|Albanien,669.4548000000001
Belgrad|Serbien,Riga|Lettland,1908.43
Belgrad|Serbien,Malaga|Spanien,2946.0083999999997
Belgrad|Serbien,Bremen|Deutschland,1505.4153999999999
Belgrad|Serbien,Orenburg|Russland,3952.5263999999997
Belgrad|Serbien,Lissabon|Portugal,3145.7383999999997
Belgrad|Serbien,Chisinau|Moldau,1093.7641999999998
Belgrad|Serbien,Dresden|Deutschland,1040.5892
Belgrad|Serbien,Genua|Italien,1171.6718
Antwerpen|Belgien,Belgrad|Serbien,1683.9135
Belgrad|Serbien,Posen|Polen,1278.6112
Belgrad|Serbien,Rjasan|Russland,2692.5382999999997
Belgrad|Serbien,Nabereschnyje Tschelny|Russland,3581.7976
Belgrad|Serbien,Nürnberg|Deutschland,1069.8038999999999
Belgrad|Serbien,Skopje|Nordmazedonien,431.7573
Astrachan|Russland,Belgrad|Serbien,2843.7358
Belgrad|Serbien,Hannover|Deutschland,1400.3507
Belgrad|Serbien,Kirow|Russland,3528.4845
Belgrad|Serbien,Lyon|Frankreich,1455.8315
Belgrad|Serbien,Pensa|Russland,3136.4381000000003
Belgrad|Serbien,Toulouse|Frankreich,1896.2345
Belgrad|Serbien,Lipezk|Russland,2770.0346
Belgrad|Serbien,Homel|Belarus,2109.1342999999997
Rostow am Don|Russland,Samara|Russland,1279.0822
Samara|Russland,Ufa|Russland,467.0501
Samara|Russland,Woronesch|Russland,929.318
Perm|Russland,Samara|Russland,852.3428
Köln|Deutschland,Samara|Russland,3418.2212000000004
Odessa|Ukraine,Samara|Russland,2029.4058
Samara|Russland,Wolgograd|Russland,777.2252
Dnipro|Ukraine,Samara|Russland,1539.4915
Krasnodar|Russland,Samara|Russland,1487.5818000000002
Amsterdam|Niederlande,Samara|Russland,3500.419
Neapel|Italien,Samara|Russland,4313.9166
Donezk|Ukraine,Samara|Russland,1397.9898999999998
Marseille|Frankreich,Samara|Russland,4393.034900000001
Samara|Russland,Turin|Italien,3944.6351
Samara|Russland,Saratow|Russland,411.88620000000003
Samara|Russland,Valencia|Spanien,5059.1422999999995
Samara|Russland,Zagreb|Kroatien,3365.8266
Frankfurt am Main|Deutschland,Samara|Russland,3396.1569
Lwiw (Lemberg)|Ukraine,Samara|Russland,2186.55
Samara|Russland,Sevilla|Spanien,5629.495
Samara|Russland,Saragossa|Spanien,4995.540599999999
Breslau|Polen,Samara|Russland,2660.7587000000003
Ischewsk|Russland,Samara|Russland,578.7103000000001
Lodz|Polen,Samara|Russland,2442.8492
Athen|Griechenland,Samara|Russland,3708.961
Palermo|Italien,Samara|Russland,5009.4571
Samara|Russland,Uljanowsk|Russland,285.1
Samara|Russland,Stuttgart|Deutschland,3433.37
Leipzig|Deutschland,Samara|Russland,3030.998
Samara|Russland,Vilnius|Litauen,1958.5448999999999
Machatschkala|Russland,Samara|Russland,1560.775
Krywyj Rih|Ukraine,Samara|Russland,1686.6695
Jaroslawl|Russland,Samara|Russland,1096.7061999999999
Samara|Russland,Tirana|Albanien,4226.2091
Riga|Lettland,Samara|Russland,1992.6351000000002
Malaga|Spanien,Samara|Russland,5675.2516
Bremen|Deutschland,Samara|Russland,3233.2871
Orenburg|Russland,Samara|Russland,412.8771
Lissabon|Portugal,Samara|Russland,5633.1882000000005
Chisinau|Moldau,Samara|Russland,2205.0978999999998
Dresden|Deutschland,Samara|Russland,2927.0707
Genua|Italien,Samara|Russland,4003.4732999999997
Antwerpen|Belgien,Samara|Russland,3574.3764
Posen|Polen,Samara|Russland,2615.8473
Rjasan|Russland,Samara|Russland,864.042
Nabereschnyje Tschelny|Russland,Samara|Russland,390.34959999999995
Nürnberg|Deutschland,Samara|Russland,3229.0564
Samara|Russland,Skopje|Nordmazedonien,3988.5116000000003
Astrachan|Russland,Samara|Russland,1067.8497
Hannover|Deutschland,Samara|Russland,3128.2224
Kirow|Russland,Samara|Russland,794.689
Lyon|Frankreich,Samara|Russland,4077.2807000000003
Pensa|Russland,Samara|Russland,425.23359999999997
Samara|Russland,Toulouse|Frankreich,4558.438
Lipezk|Russland,Samara|Russland,847.121
Homel|Belarus,Samara|Russland,1543.2962
Rostow am Don|Russland,Ufa|Russland,1767.0027
Rostow am Don|Russland,Woronesch|Russland,565.769
Perm|Russland,Rostow am Don|Russland,2152.2954
Köln|Deutschland,Rostow am Don|Russland,2844.4606
Odessa|Ukraine,Rostow am Don|Russland,923.7454
Rostow am Don|Russland,Wolgograd|Russland,473.2128
Dnipro|Ukraine,Rostow am Don|Russland,491.3875
Krasnodar|Russland,Rostow am Don|Russland,306.3678
Amsterdam|Niederlande,Rostow am Don|Russland,2926.6584
Neapel|Italien,Rostow am Don|Russland,3595.3036
Donezk|Ukraine,Rostow am Don|Russland,255.8791
Marseille|Frankreich,Rostow am Don|Russland,3742.5672999999997
Rostow am Don|Russland,Turin|Italien,3268.8167000000003
Rostow am Don|Russland,Saratow|Russland,862.5225
Rostow am Don|Russland,Valencia|Spanien,4408.6747000000005
Rostow am Don|Russland,Zagreb|Kroatien,2307.8873
Frankfurt am Main|Deutschland,Rostow am Don|Russland,2822.3963
Lwiw (Lemberg)|Ukraine,Rostow am Don|Russland,1410.5765
Rostow am Don|Russland,Sevilla|Spanien,5055.7344
Rostow am Don|Russland,Saragossa|Spanien,4345.073
Breslau|Polen,Rostow am Don|Russland,2086.9981000000002
Ischewsk|Russland,Rostow am Don|Russland,1878.6628999999998
Lodz|Polen,Rostow am Don|Russland,1869.0886
Athen|Griechenland,Rostow am Don|Russland,2617.6562000000004
Palermo|Italien,Rostow am Don|Russland,4290.844099999999
Rostow am Don|Russland,Uljanowsk|Russland,1307.8804
Rostow am Don|Russland,Stuttgart|Deutschland,2833.0114
Leipzig|Deutschland,Rostow am Don|Russland,2457.2374
Rostow am Don|Russland,Vilnius|Litauen,1801.2772
Machatschkala|Russland,Rostow am Don|Russland,921.3421999999999
Krywyj Rih|Ukraine,Rostow am Don|Russland,615.357
Jaroslawl|Russland,Rostow am Don|Russland,1345.2329
Rostow am Don|Russland,Tirana|Albanien,2341.0094
Riga|Lettland,Rostow am Don|Russland,1989.9411
Malaga|Spanien,Rostow am Don|Russland,5024.784
Bremen|Deutschland,Rostow am Don|Russland,2659.5265
Orenburg|Russland,Rostow am Don|Russland,1563.5866
Lissabon|Portugal,Rostow am Don|Russland,5059.4276
Chisinau|Moldau,Rostow am Don|Russland,1113.7931
Dresden|Deutschland,Rostow am Don|Russland,2341.3955
Genua|Italien,Rostow am Don|Russland,3284.8602
Antwerpen|Belgien,Rostow am Don|Russland,3000.6158
Posen|Polen,Rostow am Don|Russland,2042.0867
Rjasan|Russland,Rostow am Don|Russland,950.6628000000001
Nabereschnyje Tschelny|Russland,Rostow am Don|Russland,1690.3023
Nürnberg|Deutschland,Rostow am Don|Russland,2643.3812000000003
Rostow am Don|Russland,Skopje|Nordmazedonien,2057.5096000000003
Astrachan|Russland,Rostow am Don|Russland,765.0816
Hannover|Deutschland,Rostow am Don|Russland,2554.4618
Kirow|Russland,Rostow am Don|Russland,1764.8086
Lyon|Frankreich,Rostow am Don|Russland,3426.8131000000003
Pensa|Russland,Rostow am Don|Russland,919.1871
Rostow am Don|Russland,Toulouse|Frankreich,3907.9703999999997
Lipezk|Russland,Rostow am Don|Russland,693.477
Homel|Belarus,Rostow am Don|Russland,1296.5323999999998
Ufa|Russland,Woronesch|Russland,1334.2039
Perm|Russland,Ufa|Russland,527.5093
Köln|Deutschland,Ufa|Russland,3740.2524
Odessa|Ukraine,Ufa|Russland,2433.4296
Ufa|Russland,Wolgograd|Russland,1241.4283
Dnipro|Ukraine,Ufa|Russland,1996.1155
Krasnodar|Russland,Ufa|Russland,1951.7848999999999
Amsterdam|Niederlande,Ufa|Russland,3822.4502
Neapel|Italien,Ufa|Russland,4635.947700000001
Donezk|Ukraine,Ufa|Russland,1862.193
Marseille|Frankreich,Ufa|Russland,4715.066
Turin|Italien,Ufa|Russland,4266.666200000001
Saratow|Russland,Ufa|Russland,876.0893000000001
Ufa|Russland,Valencia|Spanien,5381.1735
Ufa|Russland,Zagreb|Kroatien,3687.8577
Frankfurt am Main|Deutschland,Ufa|Russland,3718.1881000000003
Lwiw (Lemberg)|Ukraine,Ufa|Russland,2732.9838999999997
Sevilla|Spanien,Ufa|Russland,5951.5261
Saragossa|Spanien,Ufa|Russland,5317.5717
Breslau|Polen,Ufa|Russland,2982.7898
Ischewsk|Russland,Ufa|Russland,342.7604
Lodz|Polen,Ufa|Russland,2764.8803
Athen|Griechenland,Ufa|Russland,4112.9848
Palermo|Italien,Ufa|Russland,5331.4882
Ufa|Russland,Uljanowsk|Russland,591.5315
Stuttgart|Deutschland,Ufa|Russland,3755.4011
Leipzig|Deutschland,Ufa|Russland,3353.0291
Ufa|Russland,Vilnius|Litauen,2280.5761
Machatschkala|Russland,Ufa|Russland,1915.4953
Krywyj Rih|Ukraine,Ufa|Russland,2143.2935
Jaroslawl|Russland,Ufa|Russland,1323.3608000000002
Tirana|Albanien,Ufa|Russland,4548.2402
Riga|Lettland,Ufa|Russland,2259.9327999999996
Malaga|Spanien,Ufa|Russland,5997.2827
Bremen|Deutschland,Ufa|Russland,3555.3183
Orenburg|Russland,Ufa|Russland,372.25509999999997
Lissabon|Portugal,Ufa|Russland,5955.2193
Chisinau|Moldau,Ufa|Russland,2609.1218
Dresden|Deutschland,Ufa|Russland,3249.1019
Genua|Italien,Ufa|Russland,4325.504400000001
Antwerpen|Belgien,Ufa|Russland,3896.4076
Posen|Polen,Ufa|Russland,2937.8785
Rjasan|Russland,Ufa|Russland,1265.9809
Nabereschnyje Tschelny|Russland,Ufa|Russland,295.6408
Nürnberg|Deutschland,Ufa|Russland,3551.0876000000003
Skopje|Nordmazedonien,Ufa|Russland,4310.5427
Astrachan|Russland,Ufa|Russland,1422.57
Hannover|Deutschland,Ufa|Russland,3450.2536
Kirow|Russland,Ufa|Russland,784.5821
Lyon|Frankreich,Ufa|Russland,4399.3117999999995
Pensa|Russland,Ufa|Russland,827.1725
Toulouse|Frankreich,Ufa|Russland,4880.469099999999
Lipezk|Russland,Ufa|Russland,1249.0599
Homel|Belarus,Ufa|Russland,1945.2351
Perm|Russland,Woronesch|Russland,1721.2519
Köln|Deutschland,Woronesch|Russland,2695.4629
Odessa|Ukraine,Woronesch|Russland,1100.3661000000002
Wolgograd|Russland,Woronesch|Russland,587.0719
Dnipro|Ukraine,Woronesch|Russland,663.0521
Krasnodar|Russland,Woronesch|Russland,858.8683000000001
Amsterdam|Niederlande,Woronesch|Russland,2777.6607000000004
Neapel|Italien,Woronesch|Russland,3591.1582000000003
Donezk|Ukraine,Woronesch|Russland,641.4668
Marseille|Frankreich,Woronesch|Russland,3670.2765
Turin|Italien,Woronesch|Russland,3221.8767000000003
Saratow|Russland,Woronesch|Russland,524.2841
Valencia|Spanien,Woronesch|Russland,4336.383900000001
Woronesch|Russland,Zagreb|Kroatien,2643.0682
Frankfurt am Main|Deutschland,Woronesch|Russland,2673.3985
Lwiw (Lemberg)|Ukraine,Woronesch|Russland,1257.5104
Sevilla|Spanien,Woronesch|Russland,4906.736599999999
Saragossa|Spanien,Woronesch|Russland,4272.782200000001
Breslau|Polen,Woronesch|Russland,1938.0003000000002
Ischewsk|Russland,Woronesch|Russland,1428.3893999999998
Lodz|Polen,Woronesch|Russland,1720.0908
Athen|Griechenland,Woronesch|Russland,2779.9213999999997
Palermo|Italien,Woronesch|Russland,4286.6987
Uljanowsk|Russland,Woronesch|Russland,891.2824
Stuttgart|Deutschland,Woronesch|Russland,2710.6116
Leipzig|Deutschland,Woronesch|Russland,2308.2396
Vilnius|Litauen,Woronesch|Russland,1235.7866000000001
Machatschkala|Russland,Woronesch|Russland,1378.6026000000002
Jaroslawl|Russland,Woronesch|Russland,783.9870999999999
Tirana|Albanien,Woronesch|Russland,2503.2745
Riga|Lettland,Woronesch|Russland,1428.6953
Bremen|Deutschland,Woronesch|Russland,2510.5287999999996
Orenburg|Russland,Woronesch|Russland,1225.3482
Lissabon|Portugal,Woronesch|Russland,4910.4298
Chisinau|Moldau,Woronesch|Russland,1276.0583000000001
Genua|Italien,Woronesch|Russland,3280.7149
Antwerpen|Belgien,Woronesch|Russland,2851.6181
Posen|Polen,Woronesch|Russland,1893.089
Nabereschnyje Tschelny|Russland,Woronesch|Russland,1240.0288
Nürnberg|Deutschland,Woronesch|Russland,2506.2981
Skopje|Nordmazedonien,Woronesch|Russland,2219.7747999999997
Astrachan|Russland,Woronesch|Russland,1012.9898000000001
Hannover|Deutschland,Woronesch|Russland,2405.4641
Kirow|Russland,Woronesch|Russland,1307.2742
Pensa|Russland,Woronesch|Russland,509.79609999999997
Toulouse|Frankreich,Woronesch|Russland,3835.6796
Lipezk|Russland,Woronesch|Russland,132.2311
Köln|Deutschland,Perm|Russland,3872.6369
Odessa|Ukraine,Perm|Russland,2835.2625
Perm|Russland,Wolgograd|Russland,1643.2612
Dnipro|Ukraine,Perm|Russland,2397.9483999999998
Krasnodar|Russland,Perm|Russland,2353.6178
Amsterdam|Niederlande,Perm|Russland,3954.8347000000003
Neapel|Italien,Perm|Russland,4768.3323
Donezk|Ukraine,Perm|Russland,2264.0259
Marseille|Frankreich,Perm|Russland,4847.4505
Perm|Russland,Turin|Italien,4399.0507
Perm|Russland,Saratow|Russland,1277.9222
Perm|Russland,Valencia|Spanien,5513.558
Perm|Russland,Zagreb|Kroatien,3820.2422
Frankfurt am Main|Deutschland,Perm|Russland,3850.5726
Breslau|Polen,Perm|Russland,3115.1742999999997
Ischewsk|Russland,Perm|Russland,278.9688
Lodz|Polen,Perm|Russland,2897.2648
Athen|Griechenland,Perm|Russland,5104.7073
Palermo|Italien,Perm|Russland,5463.8728
Perm|Russland,Uljanowsk|Russland,855.2085
Perm|Russland,Stuttgart|Deutschland,3887.7856
Leipzig|Deutschland,Perm|Russland,3485.4136000000003
Perm|Russland,Vilnius|Litauen,2412.9606
Machatschkala|Russland,Perm|Russland,2301.5247999999997
Jaroslawl|Russland,Perm|Russland,1176.7394
Perm|Russland,Tirana|Albanien,4680.6247
Perm|Russland,Riga|Lettland,2392.3172999999997
Orenburg|Russland,Perm|Russland,907.1571
Lissabon|Portugal,Perm|Russland,6087.6038
Chisinau|Moldau,Perm|Russland,3010.9547000000002
Dresden|Deutschland,Perm|Russland,3381.4864
Genua|Italien,Perm|Russland,4457.8889
Antwerpen|Belgien,Perm|Russland,4028.7921
Perm|Russland,Posen|Polen,3070.263
Nabereschnyje Tschelny|Russland,Perm|Russland,479.7907
Nürnberg|Deutschland,Perm|Russland,3683.4721
Perm|Russland,Skopje|Nordmazedonien,4442.9272
Kirow|Russland,Perm|Russland,494.1184
Lyon|Frankreich,Perm|Russland,4531.696400000001
Pensa|Russland,Perm|Russland,1229.0055
Perm|Russland,Toulouse|Frankreich,5012.8535999999995
Lipezk|Russland,Perm|Russland,1650.8928
Homel|Belarus,Perm|Russland,2118.1488
Köln|Deutschland,Odessa|Ukraine,2211.5296000000003
Köln|Deutschland,Wolgograd|Russland,3302.8233999999998
Dnipro|Ukraine,Köln|Deutschland,2373.6333999999997
Krasnodar|Russland,Köln|Deutschland,3189.6103
Amsterdam|Niederlande,Köln|Deutschland,266.58259999999996
Köln|Deutschland,Neapel|Italien,1605.258
Donezk|Ukraine,Köln|Deutschland,2623.1402000000003
Köln|Deutschland,Marseille|Frankreich,1041.6755
Köln|Deutschland,Turin|Italien,946.5663000000001
Köln|Deutschland,Saratow|Russland,3239.8687999999997
Köln|Deutschland,Valencia|Spanien,1707.7829
Köln|Deutschland,Zagreb|Kroatien,1077.5503999999999
Frankfurt am Main|Deutschland,Köln|Deutschland,190.4889
Köln|Deutschland,Lwiw (Lemberg)|Ukraine,1409.1138
Köln|Deutschland,Sevilla|Spanien,2224.6922000000004
Köln|Deutschland,Saragossa|Spanien,1546.326
Breslau|Polen,Köln|Deutschland,831.1049
Ischewsk|Russland,Köln|Deutschland,3590.167
Köln|Deutschland,Lodz|Polen,1011.5968
Athen|Griechenland,Köln|Deutschland,2560.6492000000003
Köln|Deutschland,Palermo|Italien,2300.7985
Köln|Deutschland,Uljanowsk|Russland,3232.3369
Köln|Deutschland,Stuttgart|Deutschland,366.9574
Köln|Deutschland,Leipzig|Deutschland,500.693
Köln|Deutschland,Vilnius|Litauen,1612.3358999999998
Köln|Deutschland,Machatschkala|Russland,3761.4999
Krywyj Rih|Ukraine,Köln|Deutschland,2240.3885
Jaroslawl|Russland,Köln|Deutschland,2637.4948
Köln|Deutschland,Tirana|Albanien,2136.5667000000003
Köln|Deutschland,Riga|Lettland,1768.8138999999999
Köln|Deutschland,Malaga|Spanien,2292.9698
Bremen|Deutschland,Köln|Deutschland,314.5103
Köln|Deutschland,Orenburg|Russland,3812.9103
Köln|Deutschland,Lissabon|Portugal,2228.3854
Chisinau|Moldau,Köln|Deutschland,2005.4922
Dresden|Deutschland,Köln|Deutschland,572.4476999999999
Genua|Italien,Köln|Deutschland,986.1145
Antwerpen|Belgien,Köln|Deutschland,214.30939999999998
Köln|Deutschland,Posen|Polen,811.4991
Köln|Deutschland,Rjasan|Russland,2552.9222
Köln|Deutschland,Nabereschnyje Tschelny|Russland,3442.1815
Köln|Deutschland,Nürnberg|Deutschland,409.1087
Köln|Deutschland,Skopje|Nordmazedonien,1898.8691999999999
Astrachan|Russland,Köln|Deutschland,3520.9779
Hannover|Deutschland,Köln|Deutschland,297.19109999999995
Kirow|Russland,Köln|Deutschland,3388.8684
Köln|Deutschland,Lyon|Frankreich,732.3925
Köln|Deutschland,Pensa|Russland,2996.822
Köln|Deutschland,Toulouse|Frankreich,1166.4133
Köln|Deutschland,Lipezk|Russland,2630.4185
Homel|Belarus,Köln|Deutschland,1969.5182
Odessa|Ukraine,Wolgograd|Russland,1315.4843999999998
Dnipro|Ukraine,Odessa|Ukraine,454.3297
Krasnodar|Russland,Odessa|Ukraine,1246.0747
Amsterdam|Niederlande,Odessa|Ukraine,2425.2126000000003
Neapel|Italien,Odessa|Ukraine,2785.8693
Donezk|Ukraine,Odessa|Ukraine,721.4019000000001
Marseille|Frankreich,Odessa|Ukraine,2828.9846000000002
Odessa|Ukraine,Turin|Italien,2459.3824
Odessa|Ukraine,Saratow|Russland,1710.0661
Odessa|Ukraine,Valencia|Spanien,3716.5729
Odessa|Ukraine,Zagreb|Kroatien,1576.8734
Frankfurt am Main|Deutschland,Odessa|Ukraine,2103.9858
Lwiw (Lemberg)|Ukraine,Odessa|Ukraine,794.3823000000001
Odessa|Ukraine,Sevilla|Spanien,4361.6124
Odessa|Ukraine,Saragossa|Spanien,3652.9711
Breslau|Polen,Odessa|Ukraine,1398.0631
Ischewsk|Russland,Odessa|Ukraine,2613.9575
Lodz|Polen,Odessa|Ukraine,1367.6426999999999
Athen|Griechenland,Odessa|Ukraine,1698.3497
Odessa|Ukraine,Palermo|Italien,3481.4098
