step,loss,score_mean,score_std,w_l0_q0_RX,w_l0_q1_RX,w_l0_q2_RX,w_l0_q3_RX,w_l0_q4_RX,w_l0_q5_RX,w_l0_q0_RY,w_l0_q1_RY,w_l0_q2_RY,w_l0_q3_RY,w_l0_q4_RY,w_l0_q5_RY,w_l1_q0_RX,w_l1_q1_RX,w_l1_q2_RX,w_l1_q3_RX,w_l1_q4_RX,w_l1_q5_RX,w_l1_q0_RY,w_l1_q1_RY,w_l1_q2_RY,w_l1_q3_RY,w_l1_q4_RY,w_l1_q5_RY
11,0.24311646249839214,0.5090720896921345,0.045893895261362436,0.15752654104925548,-0.5196112949903072,0.3855076562546941,0.4694501679634937,-0.9666357429203144,-0.6571733347046463,0.0730188164488716,-0.15062256612188513,0.0064222247420118945,-0.42507218984178097,0.43995026907642704,0.42360863193837006,0.03301534878060802,0.576783026966089,0.23883676237231094,-0.4315499287360683,0.17031200065345709,-0.4828197643962725,0.43922515065363626,-0.03265770253288957,-0.09299896613132314,-0.33616701024553985,0.6053670841213312,-0.07821144844946658
12,0.2445870552939156,0.5062895556562219,0.028931862787796823,0.15874048017217243,-0.5206680586116501,0.38629879305153314,0.4697852556014306,-0.966543423378388,-0.6568415882584419,0.07455207943187475,-0.1511771363098362,0.00734152677701972,-0.4244122633171093,0.44032008718536836,0.4248253826689397,0.03301534878060802,0.5780291687159745,0.23920540957442935,-0.43200549988727904,0.17017376745692,-0.48436025587270415,0.43922515065363626,-0.03282807999024523,-0.09409467112907277,-0.3349104508784607,0.6041055109119782,-0.07950643910983843
13,0.2524702035219475,0.4986576012463846,0.03355596796977607,0.1585155204186071,-0.5210163356839979,0.3865427792530595,0.4694724346440216,-0.9660868210340818,-0.6599147177897327,0.0742394883361897,-0.14996499477832198,0.009717840885137287,-0.4233561155595669,0.4408270167615824,0.4274147900855129,0.03301534878060802,0.5784728315033918,0.239101567819753,-0.43212227632405037,0.1679292025385196,-0.4857585142746732,0.43922515065363626,-0.03461441363791312,-0.09394093643851661,-0.334484499445546,0.6042047047220327,-0.08098555705711777
14,0.23776852200809484,0.514470778330359,0.04505437992843837,0.15865554659074715,-0.5208681089826371,0.38728142992473236,0.4691885067352954,-0.9653709706595469,-0.6600499639434549,0.0734851209102102,-0.14896024953009185,0.010485603064094429,-0.4224623033321696,0.4410892557179316,0.4314388011719977,0.03301534878060802,0.5784561865776313,0.23821050026443383,-0.43250006528390705,0.1666989618806383,-0.48555683930950144,0.43922515065363626,-0.033574558566541235,-0.09293827256356364,-0.33387744852406637,0.6037971702343737,-0.07869615772308564
15,0.24006869739759484,0.5129194880727617,0.05311565247987647,0.15912378307259975,-0.5200870025179443,0.3882361414501211,0.4695844056553135,-0.9649618581689863,-0.6594230751764311,0.07437281081107862,-0.1475731563145222,0.010645168303916985,-0.42267992947250205,0.44009689075507274,0.43572070273420765,0.03301534878060802,0.5794361656670698,0.2385853628308245,-0.4319145943642565,0.16477849991497748,-0.48502933429828354,0.43922515065363626,-0.03374629816240804,-0.09490344761764268,-0.3345524900500826,0.6039387535003777,-0.07823201769046127
16,0.25307034221366353,0.4975053482686669,0.023863517094932438,0.15958620452819985,-0.5198378797763535,0.38929644913031514,0.4694870348257597,-0.9648213481495967,-0.6589428580690496,0.07680808005281613,-0.1455147807848352,0.012209336977312198,-0.422886253313725,0.44045908462651184,0.4386261951189551,0.03301534878060802,0.581153995535477,0.23856165361844983,-0.4318570209412483,0.16329584530650573,-0.4867553557520441,0.43922515065363626,-0.03266146431478044,-0.09229781419726699,-0.33562459326693816,0.6050782537001724,-0.078507138824411
17,0.24593900834230117,0.5044322258692071,0.01875072882027923,0.15967876116589963,-0.5189766831511337,0.39048073252485466,0.46900483828173695,-0.9642388745140393,-0.6590185019678634,0.08045691146113068,-0.14366159533879116,0.014288020690716378,-0.4223267692103768,0.4406240242839394,0.4427179187454962,0.03301534878060802,0.5833847827804924,0.2391259143960761,-0.43325647383654003,0.16279900687418022,-0.48927256586827045,0.43922515065363626,-0.031131886043174833,-0.09057173715808789,-0.3370247265914199,0.6053444422393155,-0.07795415885421132
18,0.237701332458122,0.5134193300437909,0.03066894717446395,0.15973657635946611,-0.5182004028049912,0.39046801901299866,0.4689869235579343,-0.9631840419371961,-0.6581047044178006,0.08131633104813107,-0.14289319751128007,0.014596986906218514,-0.42343522867237815,0.4413009567821789,0.4442712101995222,0.03301534878060802,0.5841937487673682,0.24062231468053827,-0.43344613936799375,0.1615202367258533,-0.48867813323052905,0.43922515065363626,-0.031759509871900085,-0.08973546387007672,-0.3388291551525346,0.6051023830307048,-0.07670477331727792
19,0.24790364410980248,0.502423370572358,0.0179204409860102,0.15972101519569326,-0.5180500824932553,0.39141052111564034,0.46842408289439663,-0.9629918705761467,-0.6578070207066766,0.08138166456430948,-0.14206139172631582,0.01674987390927181,-0.42354365066678795,0.441239943103797,0.4481814670388505,0.03301534878060802,0.5858902481660303,0.24032446476488417,-0.434184616361429,0.16059042035687987,-0.49033112611920965,0.43922515065363626,-0.03236044230725186,-0.0891232168355479,-0.33627713416114247,0.6041303903423936,-0.07865578244083644
20,0.25624807009622824,0.49441876259622203,0.025212749507759525,0.16080471730906984,-0.5184561932386044,0.3914941812977932,0.46801619969876396,-0.9622947804149502,-0.6572258095358221,0.08284429964495825,-0.1415109107046557,0.017499365966897502,-0.42452295287716335,0.4417354267371074,0.4506736351655665,0.03301534878060802,0.5862577316021877,0.24112271636691593,-0.4343337157403597,0.15901731640285838,-0.48940663272650164,0.43922515065363626,-0.032341490698447176,-0.09011697173561366,-0.33717851330542403,0.6019022029063446,-0.08000242035030009
21,0.25247458813288914,0.4977139945948916,0.013540943820247947,0.1616485421273612,-0.5184622131541109,0.39279821849837443,0.46887673801757734,-0.9615456592300895,-0.6574432708062843,0.08223083895806137,-0.1391864962465328,0.017179635878680627,-0.4240082297094764,0.4419252558981316,0.4541149475570797,0.03301534878060802,0.5887676868388915,0.24286439492074266,-0.4343650540753843,0.15791058620189202,-0.4910903751844743,0.43922515065363626,-0.030912151436792046,-0.09168195315784994,-0.339168330737895,0.5994233889908684,-0.0810128431507845
22,0.24086204297931924,0.5105027434171931,0.03541862529922612,0.1624605215075112,-0.5195171846286571,0.39412528501857463,0.46865456009412093,-0.9601971935314146,-0.658849784579629,0.08390151090297836,-0.13890303142973617,0.020664589409393246,-0.424146149467605,0.4412465097955978,0.45758213987085283,0.03301534878060802,0.5891822832007185,0.24393353361200082,-0.43464085976341055,0.15513405838910213,-0.49194123615236907,0.43922515065363626,-0.03303340087416647,-0.09101605221682155,-0.34050362426162084,0.596874315596299,-0.08092218563853545
23,0.24906394972552887,0.5011681872198266,0.015191199196862725,0.16142547001421073,-0.5196035600924351,0.39461909913719967,0.4677008523619668,-0.960912999673716,-0.6607371624593277,0.0846229455995097,-0.13699391551689205,0.024407117355566454,-0.4235926397792192,0.44171995868447533,0.4604705635384146,0.03301534878060802,0.5901269335233147,0.2435210296033355,-0.43520154266514166,0.1534064797850646,-0.49291658973872504,0.43922515065363626,-0.03410022039110968,-0.09100923647713009,-0.33901118798350366,0.598266153797332,-0.08070584955314754
24,0.25052810340346654,0.5003188633355093,0.02910095042567024,0.1609520816036389,-0.5198018468271116,0.3946386183763899,0.4674481778662713,-0.9596394875747329,-0.6617943664631912,0.0849793063260615,-0.13586254763042852,0.025450137197381546,-0.42400556958311736,0.44157130993890925,0.46495306565298516,0.03301534878060802,0.5905647639643641,0.24358519997169115,-0.43500832958792096,0.15200392339043134,-0.493426675245342,0.43922515065363626,-0.034799019335622364,-0.09039894993178536,-0.33958167170627673,0.5970989287985204,-0.08129135746286517
25,0.24418156285215764,0.5062017019490308,0.018568897067554366,0.16096982171302182,-0.5197546817490831,0.3948988724592715,0.46782154043255014,-0.9576884655553853,-0.6620266556906306,0.08449662776049907,-0.13520311305836405,0.026046706934554475,-0.4251243562719426,0.44110217812009467,0.4665128391748503,0.03301534878060802,0.5902079236326472,0.24441822162011947,-0.4342501325066399,0.1515506837163954,-0.49287880504698456,0.43922515065363626,-0.0354050025276364,-0.09077210994372377,-0.3393952001144252,0.5958736145249577,-0.08184890724639293
26,0.24403412323374118,0.5074225228919323,0.03743731458887501,0.1608105368539282,-0.5198470275175017,0.3978382099100977,0.46787483740179453,-0.956733983526032,-0.6633684896400526,0.08396261169693651,-0.13438495424062558,0.027238716371066576,-0.4258676496811127,0.4413926937106971,0.4675930862444534,0.03301534878060802,0.59272854205141,0.24687823443083542,-0.43366033300780443,0.1513812824697396,-0.49337878325531015,0.43922515065363626,-0.03767734238882059,-0.09107845712031877,-0.33999911658832016,0.5965967121812711,-0.08183874243310854
27,0.24712289941457327,0.5035285800383589,0.02527901942259533,0.16114550409746123,-0.520369233874406,0.40015470435225814,0.4686280107001118,-0.954750742237386,-0.6622964751013856,0.08264787515276546,-0.13222892238673092,0.02811929045827847,-0.42607426957962236,0.4406278871273503,0.4699084415011567,0.03301534878060802,0.5950303030064291,0.24772451837846504,-0.4334270698980095,0.15130476730377895,-0.49440172298206086,0.43922515065363626,-0.03820626925432273,-0.09124188258951486,-0.33985247210212516,0.5970324005212896,-0.08342656008250172
28,0.23926543777118392,0.5117786411655076,0.030088914707099904,0.1619348866086417,-0.5212144272198038,0.40129708656731294,0.46733776581910474,-0.954407851212076,-0.6612606978423152,0.08289878555561536,-0.13198920500740122,0.029039423826343815,-0.42552243119850747,0.4406093914913194,0.4734606607654797,0.03301534878060802,0.5951959743531912,0.2472735943271045,-0.43412874376132876,0.15074572048631965,-0.4959850536712935,0.43922515065363626,-0.03818845587113591,-0.08984498034190377,-0.33941611961647483,0.5954925761807262,-0.08439639480047424
29,0.25040049856267355,0.5009258233881254,0.03640693686996255,0.16181308073813397,-0.5221376071448224,0.4028118298198911,0.4676293265715527,-0.9535803224133719,-0.6612391976507712,0.08272846826112447,-0.13026102315719573,0.030188610162479878,-0.42494760005743715,0.44127333771078303,0.475957556200486,0.03301534878060802,0.5968603464178801,0.2484340017861659,-0.43410292934958356,0.1499074709841499,-0.4961303751224298,0.43922515065363626,-0.03812217575136472,-0.09009156250272041,-0.33758550512514884,0.5960747749093552,-0.08407875534919707
30,0.2411790161162045,0.5094301381691856,0.022808485716486124,0.16264840456783614,-0.5218416566831218,0.4046419566578746,0.4685376012252417,-0.9540487797660092,-0.6591372953202074,0.08435070910397402,-0.1286872094213796,0.031102319672737168,-0.4248915609685612,0.4410609088800295,0.47898435780407483,0.03301534878060802,0.5988444429958276,0.25048420887786804,-0.43378183266797,0.15042980145679988,-0.49623258119371133,0.43922515065363626,-0.03955176242190626,-0.09131432007430225,-0.33775146116685867,0.5982679821293668,-0.08378522040216448
31,0.257585196904662,0.49293450764510965,0.021674492500168077,0.16266072062810977,-0.5215486668795468,0.406206421531357,0.4688660095392668,-0.9543864191740987,-0.6588739063722356,0.0838759200041998,-0.12557702765338893,0.032639458079149704,-0.4237667652726467,0.44129066412748863,0.48213415087318856,0.03301534878060802,0.5994457685796389,0.25124359245088623,-0.4342775082462285,0.14942341691316063,-0.4974975857264248,0.43922515065363626,-0.03856197708963658,-0.0912623416288455,-0.33787622129652173,0.5979772865203868,-0.08545515763013223
32,0.24895375175628354,0.5015344495187868,0.022041937045059506,0.16337029287259483,-0.5201902233090054,0.40676215828701046,0.4691696968463698,-0.9544140494294324,-0.6588369485972757,0.08465663829532039,-0.12418974937362562,0.033051008412261176,-0.4244082180469924,0.44119180343145264,0.4866136685339252,0.03301534878060802,0.6017816170841837,0.25275665164785244,-0.4341108491361132,0.14808820488843277,-0.49932506492171286,0.43922515065363626,-0.039156685094705664,-0.09025668489487643,-0.33781521305760875,0.5988222094937186,-0.08501445146931706
33,0.22760244260000642,0.525321288435036,0.04777618250378105,0.1641969914217496,-0.5215603855958572,0.40766235653881844,0.46980018218454267,-0.9542042754018899,-0.6580802045725914,0.08532278977205739,-0.12252020967604282,0.03324658040806154,-0.4232123388616249,0.4411628483489103,0.48859661603694027,0.03301534878060802,0.6022958490331483,0.25452284214293797,-0.4339569469426901,0.14756827245855128,-0.5000171129711743,0.43922515065363626,-0.040107467917524654,-0.09193291115094687,-0.33978245618359404,0.5978124165614507,-0.08410512110735881
34,0.23667816810537007,0.5145752190220982,0.03226376225123671,0.16423956890220728,-0.522628462555283,0.4085794885761351,0.4695754113061621,-0.952887589943475,-0.6571734655456316,0.0863850710957136,-0.12313531916616838,0.03240662512038408,-0.4238979320939672,0.4412625727693293,0.49347438782473135,0.03301534878060802,0.6036967746676569,0.25416863307898824,-0.4348684890454746,0.1468709779270789,-0.49991832010960807,0.43922515065363626,-0.04100124274838766,-0.09168422436210687,-0.34107598181249316,0.5959824543561659,-0.08334608275214318
35,0.24134766579320013,0.5099373842150956,0.034442686373234256,0.16372082886403777,-0.5204551821159606,0.4094228615127378,0.4699997261476256,-0.9530554602145028,-0.6580633619132613,0.08866577373417822,-0.12245859863593761,0.03282247965222389,-0.42475505389816504,0.44110693681925395,0.49702721641038455,0.03301534878060802,0.6064908746858607,0.25584762498485647,-0.4351173141155394,0.14590609846959599,-0.5014288414536329,0.43922515065363626,-0.041669790633420696,-0.0921600365301571,-0.33982004196227256,0.595678086313334,-0.08356603026899145
36,0.23848299539559006,0.5127486074427358,0.032696728966059026,0.1633674381353064,-0.5199893785562759,0.4116703079831554,0.4704603612132581,-0.9529855408536185,-0.6579348947759807,0.08985187119608763,-0.12211196323929834,0.033857869292589084,-0.42477470230736536,0.440872127090388,0.499814211803057,0.03301534878060802,0.6077769273972747,0.2573844867090196,-0.434905060655233,0.144943104635913,-0.5014510641750936,0.43922515065363626,-0.04483050332322646,-0.09175193133824128,-0.3406593470517209,0.5952405521244003,-0.08362460377876474
37,0.25230274430521005,0.49783370593870013,0.011478574225609309,0.16436755319212104,-0.5200294369104355,0.41215440974707723,0.471082560204479,-0.9518400156898892,-0.6603431626130493,0.08908553941215731,-0.12033807538590373,0.0349336951041685,-0.4251559045135413,0.4407013991459938,0.5030939995335656,0.03301534878060802,0.6087849703388425,0.25880823660209423,-0.4338715535900613,0.1433040739271208,-0.50252422713511,0.43922515065363626,-0.04359483342503153,-0.09147754697624179,-0.34243362312220565,0.5938361732811922,-0.0839928745025781
38,0.24214779808153764,0.5103266197853136,0.04865982976551159,0.1642809343418473,-0.5195344847398145,0.4131052218151076,0.4696664729076056,-0.9501116880091564,-0.6613728422109683,0.08883452577562263,-0.12019008060963238,0.03647875406717974,-0.42657737463612033,0.4400687543457496,0.5056874700030841,0.03301534878060802,0.6094366429030675,0.25889476547686363,-0.4350301158360883,0.14274070935427108,-0.5020443038940138,0.43922515065363626,-0.04289305357993522,-0.0904212953072668,-0.34369928901963864,0.5941101818197947,-0.08249152117539099
39,0.2454084695986685,0.5052455023877762,0.025029121769511758,0.16373559309207222,-0.5184161099883324,0.41563095708064446,0.4693397506612375,-0.9502214161585729,-0.6614978138554388,0.0874217167125151,-0.11970640056638207,0.03826783237221391,-0.426172851779738,0.4403944489668492,0.5100839823593039,0.03301534878060802,0.6137667371740686,0.26056056368860914,-0.43620381875519976,0.1412360089083035,-0.5029555174970978,0.43922515065363626,-0.043104849245301925,-0.09012317409006862,-0.3431174947349897,0.5938869541330379,-0.08258505513453061
40,0.2558720494329196,0.4943783840740135,0.014792944168955316,0.16367664958857656,-0.5182558176250643,0.4181358055098146,0.4693366151137196,-0.949906879926422,-0.6608180032197265,0.0875996092363043,-0.11757726115812656,0.040188241142287154,-0.4258177994483448,0.4401609920945828,0.5116299459542125,0.03301534878060802,0.6153163149513555,0.2618142563732541,-0.43657250389262364,0.14051311576473982,-0.502088804009262,0.43922515065363626,-0.041835316436525036,-0.08982005301361552,-0.3429489877209728,0.5945170867967778,-0.08183865415229181
41,0.25041965042756736,0.5002710349666604,0.026279501226130764,0.163765825576308,-0.5180103763433449,0.41792697489309394,0.4686571157598226,-0.9493286911981753,-0.6612769492927727,0.08817039226257561,-0.11747621489479804,0.040397310394786765,-0.42584688304771057,0.44062205055749315,0.5146388249569939,0.03301534878060802,0.6152476886791024,0.26147316253231495,-0.4379157728851752,0.1394206685642278,-0.5027333653486838,0.43922515065363626,-0.040939253138436243,-0.09075484687824059,-0.3437240329809503,0.5945669069077872,-0.07988397074908168
42,0.2398508222484993,0.5112292978638517,0.030887266335607927,0.16332610366789535,-0.5172791786543476,0.4186597155894539,0.4690789077439158,-0.9491580642062756,-0.6623717273284218,0.08785834527300347,-0.11793725846595172,0.04114932945706282,-0.42481692383212405,0.4406676224143999,0.5203506952978001,0.03301534878060802,0.6152736864649943,0.2621833749452124,-0.4378685693412442,0.13708507870030945,-0.5016146450488651,0.43922515065363626,-0.04126993317093716,-0.0916470199312337,-0.34282828234089624,0.5933557667963463,-0.07885576253253306
43,0.24589084905627273,0.5049204229158573,0.028054619162446927,0.16253405821428465,-0.5169950470459622,0.41877508560949483,0.46890312471600587,-0.9485468570239981,-0.6619429005898217,0.0875546850565242,-0.11842583195258642,0.04327956531714826,-0.425104345520441,0.44072690190384306,0.5243412437447159,0.03301534878060802,0.6150831252186487,0.2610273498232372,-0.4385126431477657,0.1368652049026912,-0.5008323125651635,0.43922515065363626,-0.04338557611138433,-0.09192656215688422,-0.3426965519442806,0.5916875231268052,-0.07862801800569576
44,0.24905634527776796,0.5016391131516749,0.026320562048999272,0.16418942831265215,-0.5171900545567086,0.4192415094828991,0.46941165278581803,-0.9481120574949122,-0.6625524456194603,0.08763752556422448,-0.11824882171103884,0.0452252502679553,-0.42394666905601847,0.44059730529324886,0.5287771893644282,0.03301534878060802,0.6162153855772583,0.26275392359637406,-0.43828204445042496,0.1357482445176326,-0.50343920671486,0.43922515065363626,-0.04515632328667963,-0.09324636686582279,-0.34229798616026863,0.5918047689088453,-0.07805179115395479
45,0.25069560436609317,0.49952811268195074,0.014949736489270608,0.16482122529224924,-0.5182008950019295,0.41915672623010347,0.4697009106531963,-0.9481997922714961,-0.6618455426995764,0.0875555663713318,-0.11763335347131869,0.04493624661453627,-0.42390139320584874,0.4408983431712687,0.5319352357974828,0.03301534878060802,0.6159780802090303,0.26342282235593767,-0.4381598715576968,0.13433681453652038,-0.5045120824145675,0.43922515065363626,-0.04517947242979653,-0.09351174472158622,-0.3433623346917475,0.5913793758837145,-0.07859917291096928
46,0.2606437570530592,0.4901385359767444,0.026173360841996857,0.1653373610727383,-0.5178546861167724,0.4195009567367608,0.4702936754263641,-0.9476195692816923,-0.6613929272630005,0.0897147982313055,-0.11576197055240724,0.04525687556243596,-0.42319113193248975,0.4405702195749542,0.5333068124828911,0.03301534878060802,0.6158753542716016,0.26437241160779135,-0.4370640938418353,0.13394922894220657,-0.5044034310830001,0.43922515065363626,-0.04294689426979498,-0.09380135789915678,-0.3441547477377799,0.5892630457448013,-0.07760977817246274
47,0.2521340924197238,0.4984330425360726,0.023762993334947555,0.1647431847333857,-0.5177863775182371,0.4216964706100713,0.4699952359868963,-0.946361075715425,-0.6612433026750293,0.08987235825678865,-0.11524286260351181,0.04791436423467809,-0.4226668200955324,0.44099846241727814,0.5351791366625342,0.03301534878060802,0.616612322081719,0.2653836251218797,-0.436300286349559,0.13294125237984353,-0.50496248785128,0.43922515065363626,-0.04375691392509413,-0.0927904461542642,-0.34312020043541436,0.5880153203323663,-0.07694196043488029
48,0.24168150213581102,0.5089955738195396,0.024416302928359484,0.16457234381888677,-0.5179235093018811,0.4229225158767109,0.4703217591119331,-0.9455107706940699,-0.6636414227260743,0.09139234290218443,-0.11434267532370054,0.05074671565099518,-0.4219939710381112,0.44130352397278694,0.53747401916615,0.03301534878060802,0.617449902881305,0.26668313515267317,-0.4362881108036249,0.1313563300102922,-0.5059007038943913,0.43922515065363626,-0.04187601512068552,-0.09353560541798553,-0.34437133063645287,0.5876892670349014,-0.07825692939045979
49,0.25157013293593394,0.4992305844084685,0.028286491398194627,0.16390158793842327,-0.5196456688306124,0.4218303926302642,0.4710234948705485,-0.9452167318133293,-0.6629161452340256,0.09103552851529086,-0.11542391080788798,0.050588894888286086,-0.42349782165905947,0.44126685346630873,0.5385787064510908,0.03301534878060802,0.6162452083511442,0.266003229922455,-0.4356503524205301,0.1305911488662455,-0.5056001781222317,0.43922515065363626,-0.0437406306762305,-0.0930493946000657,-0.34486817901520445,0.5865854344080453,-0.0772963376542419
50,0.24894560839473323,0.5019905226975367,0.030531445439188974,0.1642277538704413,-0.520114167428511,0.4228791132731927,0.47086631763906345,-0.9450447740614362,-0.6628574185319834,0.09159803860532074,-0.11518321167756715,0.051267145779927546,-0.42254196167463787,0.44142391508758766,0.540733801845837,0.03301534878060802,0.6181063186904356,0.2663554529522024,-0.4359426776067044,0.12915640350775123,-0.5059417329060697,0.43922515065363626,-0.045299497416121125,-0.09219719338592333,-0.3451894529782573,0.5847472915486659,-0.07681378234915183
51,0.2564712429504499,0.49378078202340797,0.014606387578343536,0.16431628301872556,-0.5209793744287703,0.4244720463761036,0.4705705033167956,-0.944150132737711,-0.6620481163575272,0.09260138185121504,-0.11301380458259776,0.05170356235611422,-0.42163518363719366,0.4411608125086398,0.5441056629523707,0.03301534878060802,0.6191072640149965,0.26838839433461775,-0.4366682323620752,0.13044326685118635,-0.5061961323788368,0.43922515065363626,-0.04334258309149486,-0.0921085821275883,-0.34647626753207555,0.5835554687687348,-0.07699471880311806
52,0.2544035096831457,0.4960795397515075,0.021625902998412,0.1654854513393191,-0.5206638667853604,0.42632263112747687,0.4708065758782541,-0.9427784279428064,-0.6634366090202483,0.09480638931610834,-0.11090444008670086,0.0546834787028444,-0.42135137824426266,0.4407803186233053,0.5459444903171663,0.03301534878060802,0.6217807928151333,0.2691544373626856,-0.4358057548749563,0.1296363118358948,-0.5073381948207318,0.43922515065363626,-0.04443617619282911,-0.09065043458749036,-0.34523064575794493,0.583141241701816,-0.07729299248359428
